,Last Refresh: 2024-11-24 19:29:00,
Calendar Basis,,
Portfolio, ,Default
Item, , 
Frequency,일간,KRW
Non-Trading Day,Previous,Asc
Include Weekend,ALL, 
Term,20071020,20241120
Symbol,Economy,
Symbol Name,ECO,
Kind,ECO,
Item,E11.02.003.013,
Item Name,시장금리:국고1년(%),
Frequency,D,
2017-02-09,1.458,
2017-02-10,1.465,
2017-02-11,1.465,
2017-02-12,1.465,
2017-02-13,1.463,
2017-02-14,1.459,
2017-02-15,1.462,
2017-02-16,1.459,
2017-02-17,1.457,
2017-02-18,1.457,
2017-02-19,1.457,
2017-02-20,1.465,
2017-02-21,1.465,
2017-02-22,1.472,
2017-02-23,1.468,
2017-02-24,1.463,
2017-02-25,1.463,
2017-02-26,1.463,
2017-02-27,1.463,
2017-02-28,1.462,
2017-03-01,1.462,
2017-03-02,1.48,
2017-03-03,1.48,
2017-03-04,1.48,
2017-03-05,1.48,
2017-03-06,1.493,
2017-03-07,1.513,
2017-03-08,1.512,
2017-03-09,1.516,
2017-03-10,1.508,
2017-03-11,1.508,
2017-03-12,1.508,
2017-03-13,1.499,
2017-03-14,1.492,
2017-03-15,1.494,
2017-03-16,1.477,
2017-03-17,1.476,
2017-03-18,1.476,
2017-03-19,1.476,
2017-03-20,1.477,
2017-03-21,1.475,
2017-03-22,1.472,
2017-03-23,1.476,
2017-03-24,1.482,
2017-03-25,1.482,
2017-03-26,1.482,
2017-03-27,1.468,
2017-03-28,1.472,
2017-03-29,1.47,
2017-03-30,1.47,
2017-03-31,1.467,
2017-04-01,1.467,
2017-04-02,1.467,
2017-04-03,1.462,
2017-04-04,1.453,
2017-04-05,1.455,
2017-04-06,1.466,
2017-04-07,1.469,
2017-04-08,1.469,
2017-04-09,1.469,
2017-04-10,1.486,
2017-04-11,1.468,
2017-04-12,1.462,
2017-04-13,1.457,
2017-04-14,1.458,
2017-04-15,1.458,
2017-04-16,1.458,
2017-04-17,1.46,
2017-04-18,1.463,
2017-04-19,1.46,
2017-04-20,1.465,
2017-04-21,1.475,
2017-04-22,1.475,
2017-04-23,1.475,
2017-04-24,1.486,
2017-04-25,1.477,
2017-04-26,1.478,
2017-04-27,1.472,
2017-04-28,1.47,
2017-04-29,1.47,
2017-04-30,1.47,
2017-05-01,1.47,
2017-05-02,1.469,
2017-05-03,1.469,
2017-05-04,1.463,
2017-05-05,1.463,
2017-05-06,1.463,
2017-05-07,1.463,
2017-05-08,1.466,
2017-05-09,1.466,
2017-05-10,1.476,
2017-05-11,1.471,
2017-05-12,1.462,
2017-05-13,1.462,
2017-05-14,1.462,
2017-05-15,1.461,
2017-05-16,1.463,
2017-05-17,1.455,
2017-05-18,1.455,
2017-05-19,1.453,
2017-05-20,1.453,
2017-05-21,1.453,
2017-05-22,1.461,
2017-05-23,1.461,
2017-05-24,1.469,
2017-05-25,1.468,
2017-05-26,1.468,
2017-05-27,1.468,
2017-05-28,1.468,
2017-05-29,1.467,
2017-05-30,1.462,
2017-05-31,1.465,
2017-06-01,1.46,
2017-06-02,1.457,
2017-06-03,1.457,
2017-06-04,1.457,
2017-06-05,1.454,
2017-06-06,1.454,
2017-06-07,1.452,
2017-06-08,1.452,
2017-06-09,1.45,
2017-06-10,1.45,
2017-06-11,1.45,
2017-06-12,1.468,
2017-06-13,1.455,
2017-06-14,1.459,
2017-06-15,1.454,
2017-06-16,1.459,
2017-06-17,1.459,
2017-06-18,1.459,
2017-06-19,1.457,
2017-06-20,1.458,
2017-06-21,1.463,
2017-06-22,1.468,
2017-06-23,1.467,
2017-06-24,1.467,
2017-06-25,1.467,
2017-06-26,1.468,
2017-06-27,1.466,
2017-06-28,1.474,
2017-06-29,1.474,
2017-06-30,1.473,
2017-07-01,1.473,
2017-07-02,1.473,
2017-07-03,1.474,
2017-07-04,1.478,
2017-07-05,1.478,
2017-07-06,1.478,
2017-07-07,1.481,
2017-07-08,1.481,
2017-07-09,1.481,
2017-07-10,1.476,
2017-07-11,1.477,
2017-07-12,1.473,
2017-07-13,1.465,
2017-07-14,1.467,
2017-07-15,1.467,
2017-07-16,1.467,
2017-07-17,1.467,
2017-07-18,1.463,
2017-07-19,1.463,
2017-07-20,1.461,
2017-07-21,1.456,
2017-07-22,1.456,
2017-07-23,1.456,
2017-07-24,1.456,
2017-07-25,1.45,
2017-07-26,1.452,
2017-07-27,1.443,
2017-07-28,1.443,
2017-07-29,1.443,
2017-07-30,1.443,
2017-07-31,1.442,
2017-08-01,1.443,
2017-08-02,1.441,
2017-08-03,1.439,
2017-08-04,1.435,
2017-08-05,1.435,
2017-08-06,1.435,
2017-08-07,1.443,
2017-08-08,1.452,
2017-08-09,1.478,
2017-08-10,1.475,
2017-08-11,1.476,
2017-08-12,1.476,
2017-08-13,1.476,
2017-08-14,1.482,
2017-08-15,1.482,
2017-08-16,1.496,
2017-08-17,1.488,
2017-08-18,1.479,
2017-08-19,1.479,
2017-08-20,1.479,
2017-08-21,1.481,
2017-08-22,1.488,
2017-08-23,1.49,
2017-08-24,1.493,
2017-08-25,1.478,
2017-08-26,1.478,
2017-08-27,1.478,
2017-08-28,1.48,
2017-08-29,1.485,
2017-08-30,1.471,
2017-08-31,1.469,
2017-09-01,1.465,
2017-09-02,1.465,
2017-09-03,1.465,
2017-09-04,1.478,
2017-09-05,1.474,
2017-09-06,1.47,
2017-09-07,1.475,
2017-09-08,1.467,
2017-09-09,1.467,
2017-09-10,1.467,
2017-09-11,1.472,
2017-09-12,1.469,
2017-09-13,1.464,
2017-09-14,1.464,
2017-09-15,1.464,
2017-09-16,1.464,
2017-09-17,1.464,
2017-09-18,1.467,
2017-09-19,1.478,
2017-09-20,1.477,
2017-09-21,1.479,
2017-09-22,1.476,
2017-09-23,1.476,
2017-09-24,1.476,
2017-09-25,1.479,
2017-09-26,1.495,
2017-09-27,1.533,
2017-09-28,1.535,
2017-09-29,1.529,
2017-09-30,1.529,
2017-10-01,1.529,
2017-10-02,1.529,
2017-10-03,1.529,
2017-10-04,1.529,
2017-10-05,1.529,
2017-10-06,1.529,
2017-10-07,1.529,
2017-10-08,1.529,
2017-10-09,1.529,
2017-10-10,1.554,
2017-10-11,1.551,
2017-10-12,1.546,
2017-10-13,1.556,
2017-10-14,1.556,
2017-10-15,1.556,
2017-10-16,1.569,
2017-10-17,1.575,
2017-10-18,1.573,
2017-10-19,1.642,
2017-10-20,1.72,
2017-10-21,1.72,
2017-10-22,1.72,
2017-10-23,1.694,
2017-10-24,1.706,
2017-10-25,1.725,
2017-10-26,1.759,
2017-10-27,1.757,
2017-10-28,1.757,
2017-10-29,1.757,
2017-10-30,1.753,
2017-10-31,1.777,
2017-11-01,1.765,
2017-11-02,1.757,
2017-11-03,1.757,
2017-11-04,1.757,
2017-11-05,1.757,
2017-11-06,1.759,
2017-11-07,1.746,
2017-11-08,1.753,
2017-11-09,1.753,
2017-11-10,1.759,
2017-11-11,1.759,
2017-11-12,1.759,
2017-11-13,1.784,
2017-11-14,1.803,
2017-11-15,1.797,
2017-11-16,1.804,
2017-11-17,1.8,
2017-11-18,1.8,
2017-11-19,1.8,
2017-11-20,1.796,
2017-11-21,1.8,
2017-11-22,1.812,
2017-11-23,1.809,
2017-11-24,1.824,
2017-11-25,1.824,
2017-11-26,1.824,
2017-11-27,1.824,
2017-11-28,1.813,
2017-11-29,1.809,
2017-11-30,1.798,
2017-12-01,1.807,
2017-12-02,1.807,
2017-12-03,1.807,
2017-12-04,1.81,
2017-12-05,1.822,
2017-12-06,1.81,
2017-12-07,1.814,
2017-12-08,1.814,
2017-12-09,1.814,
2017-12-10,1.814,
2017-12-11,1.812,
2017-12-12,1.807,
2017-12-13,1.809,
2017-12-14,1.811,
2017-12-15,1.819,
2017-12-16,1.819,
2017-12-17,1.819,
2017-12-18,1.832,
2017-12-19,1.841,
2017-12-20,1.842,
2017-12-21,1.845,
2017-12-22,1.868,
2017-12-23,1.868,
2017-12-24,1.868,
2017-12-25,1.868,
2017-12-26,1.872,
2017-12-27,1.883,
2017-12-28,1.877,
2017-12-29,1.874,
2017-12-30,1.874,
2017-12-31,1.874,
2018-01-01,1.874,
2018-01-02,1.851,
2018-01-03,1.84,
2018-01-04,1.838,
2018-01-05,1.816,
2018-01-06,1.816,
2018-01-07,1.816,
2018-01-08,1.82,
2018-01-09,1.825,
2018-01-10,1.836,
2018-01-11,1.832,
2018-01-12,1.834,
2018-01-13,1.834,
2018-01-14,1.834,
2018-01-15,1.851,
2018-01-16,1.851,
2018-01-17,1.852,
2018-01-18,1.825,
2018-01-19,1.825,
2018-01-20,1.825,
2018-01-21,1.825,
2018-01-22,1.835,
2018-01-23,1.831,
2018-01-24,1.831,
2018-01-25,1.833,
2018-01-26,1.834,
2018-01-27,1.834,
2018-01-28,1.834,
2018-01-29,1.865,
2018-01-30,1.874,
2018-01-31,1.859,
2018-02-01,1.852,
2018-02-02,1.844,
2018-02-03,1.844,
2018-02-04,1.844,
2018-02-05,1.856,
2018-02-06,1.84,
2018-02-07,1.834,
2018-02-08,1.845,
2018-02-09,1.85,
2018-02-10,1.85,
2018-02-11,1.85,
2018-02-12,1.859,
2018-02-13,1.852,
2018-02-14,1.85,
2018-02-15,1.85,
2018-02-16,1.85,
2018-02-17,1.85,
2018-02-18,1.85,
2018-02-19,1.861,
2018-02-20,1.869,
2018-02-21,1.862,
2018-02-22,1.858,
2018-02-23,1.85,
2018-02-24,1.85,
2018-02-25,1.85,
2018-02-26,1.847,
2018-02-27,1.843,
2018-02-28,1.844,
2018-03-01,1.844,
2018-03-02,1.854,
2018-03-03,1.854,
2018-03-04,1.854,
2018-03-05,1.857,
2018-03-06,1.862,
2018-03-07,1.862,
2018-03-08,1.865,
2018-03-09,1.866,
2018-03-10,1.866,
2018-03-11,1.866,
2018-03-12,1.87,
2018-03-13,1.872,
2018-03-14,1.87,
2018-03-15,1.871,
2018-03-16,1.878,
2018-03-17,1.878,
2018-03-18,1.878,
2018-03-19,1.885,
2018-03-20,1.889,
2018-03-21,1.892,
2018-03-22,1.886,
2018-03-23,1.881,
2018-03-24,1.881,
2018-03-25,1.881,
2018-03-26,1.888,
2018-03-27,1.886,
2018-03-28,1.88,
2018-03-29,1.88,
2018-03-30,1.878,
2018-03-31,1.878,
2018-04-01,1.878,
2018-04-02,1.883,
2018-04-03,1.873,
2018-04-04,1.86,
2018-04-05,1.861,
2018-04-06,1.856,
2018-04-07,1.856,
2018-04-08,1.856,
2018-04-09,1.864,
2018-04-10,1.871,
2018-04-11,1.869,
2018-04-12,1.863,
2018-04-13,1.862,
2018-04-14,1.862,
2018-04-15,1.862,
2018-04-16,1.864,
2018-04-17,1.868,
2018-04-18,1.871,
2018-04-19,1.872,
2018-04-20,1.882,
2018-04-21,1.882,
2018-04-22,1.882,
2018-04-23,1.89,
2018-04-24,1.887,
2018-04-25,1.895,
2018-04-26,1.888,
2018-04-27,1.875,
2018-04-28,1.875,
2018-04-29,1.875,
2018-04-30,1.874,
2018-05-01,1.874,
2018-05-02,1.879,
2018-05-03,1.882,
2018-05-04,1.894,
2018-05-05,1.894,
2018-05-06,1.894,
2018-05-07,1.894,
2018-05-08,1.909,
2018-05-09,1.916,
2018-05-10,1.913,
2018-05-11,1.92,
2018-05-12,1.92,
2018-05-13,1.92,
2018-05-14,1.932,
2018-05-15,1.931,
2018-05-16,1.916,
2018-05-17,1.901,
2018-05-18,1.871,
2018-05-19,1.871,
2018-05-20,1.871,
2018-05-21,1.879,
2018-05-22,1.879,
2018-05-23,1.872,
2018-05-24,1.853,
2018-05-25,1.855,
2018-05-26,1.855,
2018-05-27,1.855,
2018-05-28,1.858,
2018-05-29,1.85,
2018-05-30,1.852,
2018-05-31,1.849,
2018-06-01,1.848,
2018-06-02,1.848,
2018-06-03,1.848,
2018-06-04,1.852,
2018-06-05,1.847,
2018-06-06,1.847,
2018-06-07,1.852,
2018-06-08,1.842,
2018-06-09,1.842,
2018-06-10,1.842,
2018-06-11,1.848,
2018-06-12,1.85,
2018-06-13,1.85,
2018-06-14,1.864,
2018-06-15,1.86,
2018-06-16,1.86,
2018-06-17,1.86,
2018-06-18,1.857,
2018-06-19,1.856,
2018-06-20,1.859,
2018-06-21,1.847,
2018-06-22,1.847,
2018-06-23,1.847,
2018-06-24,1.847,
2018-06-25,1.849,
2018-06-26,1.852,
2018-06-27,1.844,
2018-06-28,1.843,
2018-06-29,1.844,
2018-06-30,1.844,
2018-07-01,1.844,
2018-07-02,1.844,
2018-07-03,1.847,
2018-07-04,1.836,
2018-07-05,1.823,
2018-07-06,1.825,
2018-07-07,1.825,
2018-07-08,1.825,
2018-07-09,1.826,
2018-07-10,1.821,
2018-07-11,1.807,
2018-07-12,1.852,
2018-07-13,1.859,
2018-07-14,1.859,
2018-07-15,1.859,
2018-07-16,1.853,
2018-07-17,1.845,
2018-07-18,1.839,
2018-07-19,1.841,
2018-07-20,1.832,
2018-07-21,1.832,
2018-07-22,1.832,
2018-07-23,1.832,
2018-07-24,1.838,
2018-07-25,1.837,
2018-07-26,1.838,
2018-07-27,1.864,
2018-07-28,1.864,
2018-07-29,1.864,
2018-07-30,1.881,
2018-07-31,1.88,
2018-08-01,1.877,
2018-08-02,1.878,
2018-08-03,1.874,
2018-08-04,1.874,
2018-08-05,1.874,
2018-08-06,1.867,
2018-08-07,1.859,
2018-08-08,1.852,
2018-08-09,1.848,
2018-08-10,1.848,
2018-08-11,1.848,
2018-08-12,1.848,
2018-08-13,1.853,
2018-08-14,1.859,
2018-08-15,1.859,
2018-08-16,1.856,
2018-08-17,1.837,
2018-08-18,1.837,
2018-08-19,1.837,
2018-08-20,1.831,
2018-08-21,1.791,
2018-08-22,1.792,
2018-08-23,1.791,
2018-08-24,1.79,
2018-08-25,1.79,
2018-08-26,1.79,
2018-08-27,1.792,
2018-08-28,1.793,
2018-08-29,1.793,
2018-08-30,1.807,
2018-08-31,1.768,
2018-09-01,1.768,
2018-09-02,1.768,
2018-09-03,1.764,
2018-09-04,1.757,
2018-09-05,1.751,
2018-09-06,1.756,
2018-09-07,1.758,
2018-09-08,1.758,
2018-09-09,1.758,
2018-09-10,1.76,
2018-09-11,1.766,
2018-09-12,1.753,
2018-09-13,1.771,
2018-09-14,1.797,
2018-09-15,1.797,
2018-09-16,1.797,
2018-09-17,1.803,
2018-09-18,1.808,
2018-09-19,1.82,
2018-09-20,1.843,
2018-09-21,1.839,
2018-09-22,1.839,
2018-09-23,1.839,
2018-09-24,1.839,
2018-09-25,1.839,
2018-09-26,1.839,
2018-09-27,1.844,
2018-09-28,1.846,
2018-09-29,1.846,
2018-09-30,1.846,
2018-10-01,1.849,
2018-10-02,1.844,
2018-10-03,1.844,
2018-10-04,1.864,
2018-10-05,1.872,
2018-10-06,1.872,
2018-10-07,1.872,
2018-10-08,1.877,
2018-10-09,1.877,
2018-10-10,1.859,
2018-10-11,1.844,
2018-10-12,1.859,
2018-10-13,1.859,
2018-10-14,1.859,
2018-10-15,1.863,
2018-10-16,1.871,
2018-10-17,1.87,
2018-10-18,1.844,
2018-10-19,1.845,
2018-10-20,1.845,
2018-10-21,1.845,
2018-10-22,1.856,
2018-10-23,1.852,
2018-10-24,1.861,
2018-10-25,1.862,
2018-10-26,1.858,
2018-10-27,1.858,
2018-10-28,1.858,
2018-10-29,1.807,
2018-10-30,1.832,
2018-10-31,1.834,
2018-11-01,1.834,
2018-11-02,1.852,
2018-11-03,1.852,
2018-11-04,1.852,
2018-11-05,1.85,
2018-11-06,1.851,
2018-11-07,1.841,
2018-11-08,1.844,
2018-11-09,1.841,
2018-11-10,1.841,
2018-11-11,1.841,
2018-11-12,1.836,
2018-11-13,1.837,
2018-11-14,1.837,
2018-11-15,1.847,
2018-11-16,1.849,
2018-11-17,1.849,
2018-11-18,1.849,
2018-11-19,1.849,
2018-11-20,1.853,
2018-11-21,1.858,
2018-11-22,1.857,
2018-11-23,1.848,
2018-11-24,1.848,
2018-11-25,1.848,
2018-11-26,1.842,
2018-11-27,1.836,
2018-11-28,1.841,
2018-11-29,1.826,
2018-11-30,1.83,
2018-12-01,1.83,
2018-12-02,1.83,
2018-12-03,1.845,
2018-12-04,1.843,
2018-12-05,1.839,
2018-12-06,1.82,
2018-12-07,1.809,
2018-12-08,1.809,
2018-12-09,1.809,
2018-12-10,1.794,
2018-12-11,1.79,
2018-12-12,1.769,
2018-12-13,1.769,
2018-12-14,1.76,
2018-12-15,1.76,
2018-12-16,1.76,
2018-12-17,1.761,
2018-12-18,1.751,
2018-12-19,1.743,
2018-12-20,1.743,
2018-12-21,1.746,
2018-12-22,1.746,
2018-12-23,1.746,
2018-12-24,1.748,
2018-12-25,1.748,
2018-12-26,1.745,
2018-12-27,1.747,
2018-12-28,1.748,
2018-12-29,1.748,
2018-12-30,1.748,
2018-12-31,1.748,
2019-01-01,1.748,
2019-01-02,1.733,
2019-01-03,1.731,
2019-01-04,1.717,
2019-01-05,1.717,
2019-01-06,1.717,
2019-01-07,1.722,
2019-01-08,1.725,
2019-01-09,1.723,
2019-01-10,1.717,
2019-01-11,1.72,
2019-01-12,1.72,
2019-01-13,1.72,
2019-01-14,1.718,
2019-01-15,1.721,
2019-01-16,1.722,
2019-01-17,1.722,
2019-01-18,1.731,
2019-01-19,1.731,
2019-01-20,1.731,
2019-01-21,1.736,
2019-01-22,1.729,
2019-01-23,1.737,
2019-01-24,1.745,
2019-01-25,1.746,
2019-01-26,1.746,
2019-01-27,1.746,
2019-01-28,1.751,
2019-01-29,1.757,
2019-01-30,1.761,
2019-01-31,1.754,
2019-02-01,1.751,
2019-02-02,1.751,
2019-02-03,1.751,
2019-02-04,1.751,
2019-02-05,1.751,
2019-02-06,1.751,
2019-02-07,1.751,
2019-02-08,1.743,
2019-02-09,1.743,
2019-02-10,1.743,
2019-02-11,1.741,
2019-02-12,1.749,
2019-02-13,1.754,
2019-02-14,1.753,
2019-02-15,1.75,
2019-02-16,1.75,
2019-02-17,1.75,
2019-02-18,1.762,
2019-02-19,1.763,
2019-02-20,1.766,
2019-02-21,1.769,
2019-02-22,1.771,
2019-02-23,1.771,
2019-02-24,1.771,
2019-02-25,1.774,
2019-02-26,1.771,
2019-02-27,1.77,
2019-02-28,1.776,
2019-03-01,1.776,
2019-03-02,1.776,
2019-03-03,1.776,
2019-03-04,1.787,
2019-03-05,1.788,
2019-03-06,1.786,
2019-03-07,1.78,
2019-03-08,1.773,
2019-03-09,1.773,
2019-03-10,1.773,
2019-03-11,1.776,
2019-03-12,1.776,
2019-03-13,1.77,
2019-03-14,1.77,
2019-03-15,1.778,
2019-03-16,1.778,
2019-03-17,1.778,
2019-03-18,1.781,
2019-03-19,1.781,
2019-03-20,1.783,
2019-03-21,1.773,
2019-03-22,1.777,
2019-03-23,1.777,
2019-03-24,1.777,
2019-03-25,1.763,
2019-03-26,1.76,
2019-03-27,1.74,
2019-03-28,1.719,
2019-03-29,1.722,
2019-03-30,1.722,
2019-03-31,1.722,
2019-04-01,1.74,
2019-04-02,1.733,
2019-04-03,1.743,
2019-04-04,1.744,
2019-04-05,1.752,
2019-04-06,1.752,
2019-04-07,1.752,
2019-04-08,1.749,
2019-04-09,1.749,
2019-04-10,1.751,
2019-04-11,1.753,
2019-04-12,1.754,
2019-04-13,1.754,
2019-04-14,1.754,
2019-04-15,1.77,
2019-04-16,1.772,
2019-04-17,1.777,
2019-04-18,1.752,
2019-04-19,1.758,
2019-04-20,1.758,
2019-04-21,1.758,
2019-04-22,1.766,
2019-04-23,1.764,
2019-04-24,1.755,
2019-04-25,1.739,
2019-04-26,1.738,
2019-04-27,1.738,
2019-04-28,1.738,
2019-04-29,1.734,
2019-04-30,1.727,
2019-05-01,1.727,
2019-05-02,1.749,
2019-05-03,1.752,
2019-05-04,1.752,
2019-05-05,1.752,
2019-05-06,1.752,
2019-05-07,1.743,
2019-05-08,1.74,
2019-05-09,1.734,
2019-05-10,1.741,
2019-05-11,1.741,
2019-05-12,1.741,
2019-05-13,1.742,
2019-05-14,1.735,
2019-05-15,1.734,
2019-05-16,1.709,
2019-05-17,1.707,
2019-05-18,1.707,
2019-05-19,1.707,
2019-05-20,1.714,
2019-05-21,1.703,
2019-05-22,1.704,
2019-05-23,1.69,
2019-05-24,1.687,
2019-05-25,1.687,
2019-05-26,1.687,
2019-05-27,1.69,
2019-05-28,1.691,
2019-05-29,1.665,
2019-05-30,1.669,
2019-05-31,1.626,
2019-06-01,1.626,
2019-06-02,1.626,
2019-06-03,1.619,
2019-06-04,1.616,
2019-06-05,1.595,
2019-06-06,1.595,
2019-06-07,1.595,
2019-06-08,1.595,
2019-06-09,1.595,
2019-06-10,1.592,
2019-06-11,1.597,
2019-06-12,1.537,
2019-06-13,1.543,
2019-06-14,1.536,
2019-06-15,1.536,
2019-06-16,1.536,
2019-06-17,1.554,
2019-06-18,1.556,
2019-06-19,1.548,
2019-06-20,1.502,
2019-06-21,1.519,
2019-06-22,1.519,
2019-06-23,1.519,
2019-06-24,1.519,
2019-06-25,1.543,
2019-06-26,1.56,
2019-06-27,1.564,
2019-06-28,1.552,
2019-06-29,1.552,
2019-06-30,1.552,
2019-07-01,1.556,
2019-07-02,1.546,
2019-07-03,1.521,
2019-07-04,1.512,
2019-07-05,1.514,
2019-07-06,1.514,
2019-07-07,1.514,
2019-07-08,1.514,
2019-07-09,1.514,
2019-07-10,1.523,
2019-07-11,1.508,
2019-07-12,1.511,
2019-07-13,1.511,
2019-07-14,1.511,
2019-07-15,1.517,
2019-07-16,1.515,
2019-07-17,1.491,
2019-07-18,1.444,
2019-07-19,1.43,
2019-07-20,1.43,
2019-07-21,1.43,
2019-07-22,1.434,
2019-07-23,1.436,
2019-07-24,1.424,
2019-07-25,1.415,
2019-07-26,1.418,
2019-07-27,1.418,
2019-07-28,1.418,
2019-07-29,1.416,
2019-07-30,1.414,
2019-07-31,1.41,
2019-08-01,1.42,
2019-08-02,1.382,
2019-08-03,1.382,
2019-08-04,1.382,
2019-08-05,1.32,
2019-08-06,1.295,
2019-08-07,1.244,
2019-08-08,1.221,
2019-08-09,1.2,
2019-08-10,1.2,
2019-08-11,1.2,
2019-08-12,1.19,
2019-08-13,1.174,
2019-08-14,1.169,
2019-08-15,1.169,
2019-08-16,1.125,
2019-08-17,1.125,
2019-08-18,1.125,
2019-08-19,1.126,
2019-08-20,1.124,
2019-08-21,1.15,
2019-08-22,1.108,
2019-08-23,1.113,
2019-08-24,1.113,
2019-08-25,1.113,
2019-08-26,1.08,
2019-08-27,1.114,
2019-08-28,1.118,
2019-08-29,1.115,
2019-08-30,1.122,
2019-08-31,1.122,
2019-09-01,1.122,
2019-09-02,1.154,
2019-09-03,1.15,
2019-09-04,1.157,
2019-09-05,1.171,
2019-09-06,1.174,
2019-09-07,1.174,
2019-09-08,1.174,
2019-09-09,1.172,
2019-09-10,1.188,
2019-09-11,1.202,
2019-09-12,1.202,
2019-09-13,1.202,
2019-09-14,1.202,
2019-09-15,1.202,
2019-09-16,1.27,
2019-09-17,1.251,
2019-09-18,1.254,
2019-09-19,1.269,
2019-09-20,1.269,
2019-09-21,1.269,
2019-09-22,1.269,
2019-09-23,1.277,
2019-09-24,1.277,
2019-09-25,1.272,
2019-09-26,1.272,
2019-09-27,1.273,
2019-09-28,1.273,
2019-09-29,1.273,
2019-09-30,1.275,
2019-10-01,1.287,
2019-10-02,1.283,
2019-10-03,1.283,
2019-10-04,1.243,
2019-10-05,1.243,
2019-10-06,1.243,
2019-10-07,1.259,
2019-10-08,1.267,
2019-10-09,1.267,
2019-10-10,1.271,
2019-10-11,1.272,
2019-10-12,1.272,
2019-10-13,1.272,
2019-10-14,1.273,
2019-10-15,1.272,
2019-10-16,1.276,
2019-10-17,1.285,
2019-10-18,1.283,
2019-10-19,1.283,
2019-10-20,1.283,
2019-10-21,1.3,
2019-10-22,1.293,
2019-10-23,1.299,
2019-10-24,1.311,
2019-10-25,1.334,
2019-10-26,1.334,
2019-10-27,1.334,
2019-10-28,1.369,
2019-10-29,1.36,
2019-10-30,1.359,
2019-10-31,1.359,
2019-11-01,1.364,
2019-11-02,1.364,
2019-11-03,1.364,
2019-11-04,1.387,
2019-11-05,1.371,
2019-11-06,1.377,
2019-11-07,1.38,
2019-11-08,1.374,
2019-11-09,1.374,
2019-11-10,1.374,
2019-11-11,1.372,
2019-11-12,1.394,
2019-11-13,1.388,
2019-11-14,1.392,
2019-11-15,1.395,
2019-11-16,1.395,
2019-11-17,1.395,
2019-11-18,1.405,
2019-11-19,1.399,
2019-11-20,1.38,
2019-11-21,1.39,
2019-11-22,1.391,
2019-11-23,1.391,
2019-11-24,1.391,
2019-11-25,1.401,
2019-11-26,1.399,
2019-11-27,1.39,
2019-11-28,1.382,
2019-11-29,1.365,
2019-11-30,1.365,
2019-12-01,1.365,
2019-12-02,1.376,
2019-12-03,1.382,
2019-12-04,1.36,
2019-12-05,1.37,
2019-12-06,1.371,
2019-12-07,1.371,
2019-12-08,1.371,
2019-12-09,1.363,
2019-12-10,1.351,
2019-12-11,1.345,
2019-12-12,1.343,
2019-12-13,1.352,
2019-12-14,1.352,
2019-12-15,1.352,
2019-12-16,1.341,
2019-12-17,1.34,
2019-12-18,1.336,
2019-12-19,1.347,
2019-12-20,1.349,
2019-12-21,1.349,
2019-12-22,1.349,
2019-12-23,1.342,
2019-12-24,1.339,
2019-12-25,1.339,
2019-12-26,1.336,
2019-12-27,1.337,
2019-12-28,1.337,
2019-12-29,1.337,
2019-12-30,1.335,
2019-12-31,1.335,
2020-01-01,1.335,
2020-01-02,1.319,
2020-01-03,1.299,
2020-01-04,1.299,
2020-01-05,1.299,
2020-01-06,1.295,
2020-01-07,1.312,
2020-01-08,1.319,
2020-01-09,1.326,
2020-01-10,1.33,
2020-01-11,1.33,
2020-01-12,1.33,
2020-01-13,1.328,
2020-01-14,1.317,
2020-01-15,1.32,
2020-01-16,1.333,
2020-01-17,1.341,
2020-01-18,1.341,
2020-01-19,1.341,
2020-01-20,1.355,
2020-01-21,1.33,
2020-01-22,1.345,
2020-01-23,1.338,
2020-01-24,1.338,
2020-01-25,1.338,
2020-01-26,1.338,
2020-01-27,1.338,
2020-01-28,1.295,
2020-01-29,1.286,
2020-01-30,1.265,
2020-01-31,1.264,
2020-02-01,1.264,
2020-02-02,1.264,
2020-02-03,1.256,
2020-02-04,1.272,
2020-02-05,1.259,
2020-02-06,1.257,
2020-02-07,1.238,
2020-02-08,1.238,
2020-02-09,1.238,
2020-02-10,1.242,
2020-02-11,1.241,
2020-02-12,1.242,
2020-02-13,1.235,
2020-02-14,1.268,
2020-02-15,1.268,
2020-02-16,1.268,
2020-02-17,1.264,
2020-02-18,1.237,
2020-02-19,1.237,
2020-02-20,1.209,
2020-02-21,1.168,
2020-02-22,1.168,
2020-02-23,1.168,
2020-02-24,1.129,
2020-02-25,1.139,
2020-02-26,1.119,
2020-02-27,1.154,
2020-02-28,1.113,
2020-02-29,1.113,
2020-03-01,1.113,
2020-03-02,1.121,
2020-03-03,1.117,
2020-03-04,1.038,
2020-03-05,1.046,
2020-03-06,1.051,
2020-03-07,1.051,
2020-03-08,1.051,
2020-03-09,1.014,
2020-03-10,1.033,
2020-03-11,1.032,
2020-03-12,1.022,
2020-03-13,1.073,
2020-03-14,1.073,
2020-03-15,1.073,
2020-03-16,1.02,
2020-03-17,0.981,
2020-03-18,0.982,
2020-03-19,1.066,
2020-03-20,1.019,
2020-03-21,1.019,
2020-03-22,1.019,
2020-03-23,1.041,
2020-03-24,1.015,
2020-03-25,1.013,
2020-03-26,0.995,
2020-03-27,0.993,
2020-03-28,0.993,
2020-03-29,0.993,
2020-03-30,1.005,
2020-03-31,0.989,
2020-04-01,0.984,
2020-04-02,0.959,
2020-04-03,0.95,
2020-04-04,0.95,
2020-04-05,0.95,
